Size_m2,Bedrooms,Bathrooms,Location,YearBuilt,Price
338.72,5,1,Suburb,2016,215
76.92,5,4,City,1973,320
237.65,12,3,Suburb,1984,588
351.08,5,2,Suburb,1980,200
201.51,2,4,Suburb,1975,68
209.96,11,3,Suburb,1991,473
244.24,9,4,Suburb,2004,414
188.04,6,3,City,2023,414
204.2,11,4,Suburb,2019,352
202.53,10,1,Suburb,1978,350
183.48,10,2,City,2006,640
305.74,13,3,Suburb,2023,559
255.11,8,5,Suburb,1989,336
241.27,12,5,Suburb,2006,480
278.06,6,1,Suburb,1992,198
207.36,1,4,Suburb,1980,35
173.82,9,5,Suburb,2022,432
185.06,3,4,Suburb,2001,90
224.92,6,4,City,2020,354
155.06,9,3,Suburb,2002,270
191.84,10,3,City,1985,540
190.82,1,1,Suburb,1992,35
364.64,3,3,Suburb,1992,135
46.45,10,2,Suburb,2008,440
212.93,12,2,City,2000,636
338.45,4,3,City,1995,248
232.81,10,3,City,1981,580
274.44,12,3,Suburb,2006,444
231.33,9,5,Suburb,1979,306
180.88,9,4,City,1983,630
77.2,3,3,City,2002,195
238.3,5,2,Suburb,1975,150
173.73,5,2,Suburb,1986,190
172.06,12,1,Suburb,2004,576
191.94,7,3,City,1996,357
339.65,5,5,City,1972,295
383.13,9,5,Suburb,2010,270
239.13,10,1,Suburb,1961,380
194.17,5,2,Suburb,2018,170
147.25,1,5,City,1973,50
255.67,2,3,Suburb,2008,66
342.16,7,3,City,1989,357
208.47,3,4,City,1968,207
68.1,6,3,City,1983,300
268.95,10,5,Suburb,2000,480
289.67,8,5,Suburb,2019,288
120.4,14,3,City,1991,770
236.44,3,3,City,2006,180
254.46,5,4,Suburb,1980,215
219.99,9,1,City,2001,576
172.71,3,5,Suburb,1961,129
291.72,5,4,Suburb,1990,195
198.26,3,4,Suburb,2015,132
127,11,4,Suburb,1989,385
89.84,3,3,City,2022,192
307.79,13,4,Suburb,1974,598
265.42,11,5,City,1977,660
230.59,12,2,City,1991,684
195.84,11,4,City,1973,737
189.99,10,1,Suburb,2021,330
153.94,13,4,Suburb,2011,507
196.4,10,3,City,1981,620
85.19,7,1,Suburb,1973,273
176.33,14,4,Suburb,1993,644
204.29,8,3,Suburb,2015,248
264.96,14,1,Suburb,2012,616
222.13,1,4,Suburb,2008,34
277.13,1,2,City,2022,63
313.64,6,1,Suburb,1975,216
294.5,7,2,Suburb,1999,315
255.76,9,5,City,1997,585
225.57,1,3,Suburb,1977,46
160.16,7,3,City,1982,378
273.51,11,1,City,2007,550
335.38,7,2,Suburb,2005,231
247.31,14,4,City,1981,896
351.08,8,4,City,2013,512
124.3,4,3,Suburb,1999,128
148.83,4,4,City,1989,212
281.12,12,2,Suburb,2014,360
242.2,7,4,City,2015,483
311.32,5,2,Suburb,2001,185
223.8,6,1,City,2001,402
167.6,6,4,Suburb,2021,258
210.7,11,5,Suburb,2012,396
123.84,13,5,City,2012,741
150.5,9,1,City,2023,576
288.84,2,5,Suburb,1960,84
282.24,7,2,City,1986,476
248.7,14,2,City,1976,784
111.48,1,3,City,2022,60
201.23,2,2,Suburb,2000,74
144.09,4,3,Suburb,2017,172
302.31,1,1,Suburb,2016,30
186.36,9,2,City,1997,486
153.29,11,1,City,2004,605
226.78,4,5,City,1982,240
182.65,9,1,Suburb,1979,378
322.47,10,4,Suburb,1995,360
176.42,4,1,Suburb,2001,148
132.67,12,1,Suburb,1981,492
83.06,14,3,City,2019,770
222.78,9,5,City,1970,594
187.76,10,2,City,1987,610
130.71,4,3,Suburb,2004,124
303.14,8,1,City,1981,528
268.77,12,4,City,2022,720
222.97,13,5,Suburb,1990,520
314.66,1,3,Suburb,1970,39
268.4,5,5,City,1995,275
170.57,3,2,Suburb,1994,138
156.36,5,4,City,1982,345
278.62,4,5,City,1988,280
250.93,8,5,Suburb,1982,392
235.97,1,5,Suburb,1975,47
169.08,2,2,City,1978,132
264.87,8,3,Suburb,2022,312
175.03,8,1,Suburb,2009,304
218.04,2,5,City,2002,130
320.05,11,1,City,1978,649
181.25,6,1,City,1977,348
121.24,10,4,Suburb,1965,350
155.52,10,2,Suburb,1994,380
290.23,3,3,Suburb,1973,111
241.55,13,5,City,2023,780
216.28,8,3,Suburb,1968,336
191.29,6,2,City,1994,306
256.78,9,2,Suburb,1961,315
168.9,4,1,City,1965,228
244.89,12,5,Suburb,1984,600
176.61,1,2,City,2009,61
165.65,11,2,City,1966,726
182.83,8,1,City,2022,488
200.11,7,4,City,1987,448
221.57,12,2,Suburb,1961,564
240.25,7,1,Suburb,2024,238
46.45,10,3,Suburb,2018,420
171.59,14,5,Suburb,1983,448
199,6,3,Suburb,2021,192
323.86,7,3,City,1997,413
153.66,4,1,Suburb,2021,132
235.51,6,1,Suburb,2024,270
323.21,4,5,City,2010,260
138.33,11,3,Suburb,2011,484
250.75,4,5,Suburb,2022,152
171.96,5,3,Suburb,1970,155
191.57,1,3,City,2007,62
171.87,13,5,City,2013,780
176.61,9,5,Suburb,2009,423
404.04,12,4,City,1997,792
280.38,10,5,Suburb,1967,360
297.29,2,1,City,1965,100
257.16,8,5,City,1965,480
119.01,14,5,Suburb,1991,462
250.84,5,5,City,1997,305
295.43,9,5,Suburb,2016,432
168.62,11,4,City,2023,627
288.37,8,4,Suburb,2013,256
271.18,6,2,City,1973,414
346.71,12,2,Suburb,2023,408
197.23,9,2,Suburb,2009,396
152.55,9,4,Suburb,2006,270
200.95,8,2,Suburb,2013,400
319.31,5,3,City,1978,250
104.42,4,4,Suburb,1998,176
88.63,6,4,City,2024,396
230.68,10,3,City,2019,690
195.65,6,4,Suburb,1992,294
225.29,5,5,Suburb,1991,155
287.07,7,4,Suburb,1995,287
188.41,3,2,Suburb,1983,123
101.45,8,4,City,2002,440
359.44,13,1,Suburb,2005,520
159.14,3,2,Suburb,2006,90
155.06,10,5,Suburb,1973,310
297.48,6,4,Suburb,2004,288
199.46,11,1,City,2011,704
220.64,11,2,City,2009,616
256.6,11,3,City,2024,715
296.17,9,3,Suburb,2023,297
202.81,1,3,City,1982,57
324.88,4,3,Suburb,2018,140
84.17,8,1,City,2013,560
274.81,14,5,Suburb,1985,476
169.55,5,2,City,2003,290
315.13,13,2,Suburb,1972,611
234.12,10,5,Suburb,2013,460
180.51,2,5,City,1999,120
268.4,1,5,Suburb,1963,30
283.63,13,4,City,2012,793
267.1,4,5,City,1960,272
157.01,14,3,City,1965,826
192.96,3,5,Suburb,2014,96
224.55,6,2,City,1977,300
222.04,9,2,Suburb,1988,288
274.16,3,5,Suburb,2012,99
92.07,12,1,City,1992,828
246.84,9,1,City,1962,459
205.69,10,5,Suburb,1979,400
169.55,6,5,Suburb,1963,240
175.87,7,4,City,1967,413
210.7,9,4,Suburb,1987,270
46.45,14,2,Suburb,1985,672
178.65,1,1,Suburb,1993,49
167.13,12,4,City,2008,624
259.85,8,2,City,2008,456
171.78,11,1,City,1986,572
210.61,13,4,Suburb,2024,455
326.37,5,4,City,1992,345
290.23,11,1,City,2008,693
284.19,9,1,Suburb,2022,351
191.84,10,2,City,1991,520
260.5,4,2,City,1978,256
209.4,3,1,City,2009,177
211.91,11,3,Suburb,1981,363
251.77,2,3,Suburb,1968,92
185.43,3,1,City,1994,177
323.12,12,4,Suburb,1963,372
214.23,9,1,City,1996,549
265.52,14,2,City,1987,714
320.61,14,2,City,1968,882
292.74,14,3,City,1994,854
132.02,11,2,Suburb,1984,363
254.09,1,2,City,1968,52
280.85,13,3,Suburb,2020,572
283.54,11,5,Suburb,2011,517
151.52,12,3,City,1976,648
181.53,6,5,City,1968,402
290.32,9,2,City,2013,549
174.66,10,1,City,1964,510
205.04,7,4,Suburb,2022,336
328.6,8,4,Suburb,2006,312
221.67,5,3,Suburb,1978,245
176.89,4,4,Suburb,2004,124
167.04,11,1,City,1992,770
246.66,6,1,City,2002,366
137.03,7,4,Suburb,1985,329
208.47,6,1,Suburb,2004,198
246.75,14,2,Suburb,1994,630
310.3,9,1,City,2012,594
268.77,2,3,City,1969,140
177.72,2,2,Suburb,2000,74
302.4,1,1,City,1976,67
205.04,2,5,Suburb,1970,66
143.44,10,2,Suburb,2022,420
213.49,3,1,City,2005,171
319.49,14,4,City,1979,728
235.69,13,1,Suburb,1972,507
225.57,11,2,City,1976,737
332.59,10,5,City,1991,640
130.53,9,3,City,1975,477
140.1,1,2,City,1982,61
118.36,3,1,City,1970,195
249.35,2,4,City,1973,128
235.79,7,2,Suburb,2004,273
326.37,7,3,Suburb,1992,245
240.8,13,2,Suburb,2004,442
198.16,14,5,Suburb,2013,476
224.92,6,4,City,2010,378
232.54,7,4,Suburb,1982,245
114.74,11,5,City,1988,583
403.29,7,3,Suburb,1965,294
259.01,12,4,Suburb,1998,552
238.57,7,3,City,1964,434
265.33,5,1,City,1999,265
271.46,10,3,Suburb,1980,470
215.53,12,3,City,2018,720
183.2,9,4,City,1979,558
264.22,3,3,City,1983,162
250.19,5,3,City,1962,250
171.5,2,1,Suburb,2016,96
318.19,1,2,City,2022,53
244.15,7,4,Suburb,2006,210
272.86,9,2,Suburb,1978,432
316.43,1,2,Suburb,1972,35
226.22,14,3,Suburb,2004,644
245.64,13,3,Suburb,1991,507
278.15,13,4,Suburb,1989,494
177.07,13,3,Suburb,2001,533
228.36,6,2,City,2001,300
233.09,1,4,Suburb,1966,43
161.84,3,5,City,1962,180
377.37,12,1,City,1996,696
132.11,3,3,Suburb,1962,147
139.35,12,5,Suburb,1977,420
311.32,9,3,Suburb,2001,324
271.74,11,2,City,1968,583
157.19,8,5,City,2016,432
264.77,12,4,City,1983,600
321.44,7,5,Suburb,1966,322
222.78,1,1,City,2001,70
395.95,9,3,Suburb,2017,405
111.3,3,4,City,2015,153
270.44,7,5,Suburb,2017,315
301.56,1,4,Suburb,1977,37
283.45,10,2,Suburb,1998,390
211.35,4,1,City,2009,244
205.69,13,2,City,1992,910
254,8,1,City,1987,536
278.52,7,2,City,2015,483
264.49,8,2,City,1984,400
293.29,8,2,Suburb,1973,240
157.66,3,3,Suburb,2014,147
209.77,12,5,Suburb,1966,396
162.86,8,4,Suburb,1963,392
199.37,14,4,City,1989,714
291.62,6,4,City,2021,360
231.89,11,4,Suburb,2016,330
396.42,6,5,Suburb,1996,288
237.55,8,3,City,2014,488
228.73,4,1,City,2024,232
231.79,8,4,Suburb,2011,304
182.83,10,5,Suburb,1962,340
221.02,13,4,City,1966,871
299.05,2,1,City,1993,100
232.26,6,3,City,1975,318
172.52,6,5,Suburb,1967,264
163.88,4,1,Suburb,1980,184
195.19,12,4,City,1970,648
229.66,14,3,Suburb,2009,616
303.42,6,4,Suburb,1965,204
136.47,12,5,City,1974,708
203.74,8,3,Suburb,1970,256
234.3,4,4,Suburb,1986,176
104.05,6,5,Suburb,2004,204
169.92,12,1,City,1997,804
180.05,1,2,City,1963,70
172.34,7,5,Suburb,2004,343
237.46,8,4,Suburb,1969,240
214.23,5,2,Suburb,2013,245
188.22,6,4,Suburb,1988,270
252.97,2,3,City,1971,106
338.26,8,4,Suburb,2015,360
332.69,4,1,Suburb,1999,124
98.2,12,4,Suburb,1996,516
262.82,1,4,Suburb,1979,46
213.03,5,3,City,1971,305
235.04,10,5,Suburb,1997,320
198.53,7,2,City,1989,413
232.54,2,3,City,2006,120
234.77,3,5,Suburb,2001,123
186.64,9,4,City,1964,612
165.74,5,2,City,2007,265
195.28,14,2,City,2010,868
240.25,11,4,Suburb,1971,363
264.22,3,2,City,1969,153
280.94,7,1,City,1996,357
192.22,5,2,Suburb,1973,220
243.5,13,4,City,2006,741
288.19,2,1,Suburb,1979,68
301.56,11,1,Suburb,2011,550
220.92,9,2,Suburb,1985,387
210.24,10,5,Suburb,2006,490
237.37,11,2,Suburb,1962,473
149.11,2,4,City,1961,112
212,10,1,Suburb,2000,380
273.79,2,1,City,1989,120
267.1,8,4,City,1996,408
206.99,10,1,Suburb,1962,390
239.13,3,4,City,1968,159
170.48,9,2,City,1967,477
271.09,5,4,Suburb,1968,215
219.62,9,1,Suburb,1976,333
206.62,7,1,Suburb,1983,308
200.95,11,5,City,1973,594
220.64,6,5,City,2013,390
195.28,1,3,City,1977,55
268.12,9,3,City,1998,495
198.72,8,5,Suburb,2006,384
329.71,8,5,City,1986,544
321.26,7,5,City,1993,392
166.11,8,4,Suburb,1978,336
229.38,6,1,City,1965,384
181.9,11,2,Suburb,1989,550
203.27,14,3,City,1971,896
356.65,2,4,Suburb,1974,62
204.57,5,2,City,1998,325
248.52,8,4,Suburb,2023,312
260.41,6,4,City,2023,360
158.86,9,5,City,1974,450
168.53,11,1,Suburb,2017,330
145.39,13,1,Suburb,1960,637
166.48,2,1,Suburb,1966,80
46.45,6,5,City,1968,318
260.69,10,1,Suburb,1960,370
360.09,10,4,Suburb,1964,480
234.49,3,4,City,2006,150
131.55,14,3,Suburb,1969,630
182.46,11,4,Suburb,1961,385
194.54,3,1,Suburb,1982,129
157.75,3,5,City,2015,159
281.4,1,4,City,1978,53
278.15,10,5,City,1997,660
148.74,2,2,Suburb,2006,100
272.58,10,3,City,2011,660
325.35,9,2,City,2008,621
350.06,8,5,City,1982,424
413.42,1,5,Suburb,2009,39
165.37,10,5,City,1976,510
410.72,8,3,City,2007,480
201.51,10,2,City,1961,610
185.81,2,2,City,2021,128
246.29,3,1,Suburb,1972,147
186.46,14,5,City,2020,924
251.02,4,3,City,1970,252
137.87,3,2,City,1986,171
209.03,2,2,Suburb,1994,60
309.46,10,3,Suburb,1977,380
221.02,4,4,City,2020,240
234.12,1,4,Suburb,2000,50
256.04,13,1,City,2002,845
301.84,6,1,Suburb,2008,216
115.76,13,2,Suburb,1970,442
263.29,5,4,City,2010,330
207.17,1,4,Suburb,2011,43
235.79,1,5,Suburb,2002,44
294.6,5,4,City,2017,300
146.14,2,3,City,1988,132
158.12,14,1,Suburb,1990,686
97.36,2,3,Suburb,1987,72
188.59,8,5,Suburb,2009,336
312.43,7,2,Suburb,1995,217
216.84,1,3,City,1978,56
136.57,9,3,Suburb,1971,324
192.77,5,2,City,1983,295
126.81,6,4,City,2024,396
150.69,1,4,City,1980,55
250.37,2,5,Suburb,1985,76
147.53,3,4,Suburb,1994,123
298.03,11,5,City,2017,627
220.09,11,2,City,2001,649
230.4,14,5,City,1988,812
206.43,10,3,City,1988,600
275.64,9,1,City,1968,621
276.39,14,4,Suburb,1961,560
246.84,6,1,Suburb,1961,270
261.99,8,1,Suburb,1977,248
210.8,9,1,Suburb,2016,387
260.5,4,2,City,1982,264
202.53,13,2,City,1978,897
224.92,13,5,Suburb,1978,481
206.71,7,3,City,2017,476
194.72,1,1,City,2008,67
179.4,2,3,City,2004,132
255.58,2,5,Suburb,1987,90
311.13,4,3,Suburb,2009,188
301.93,7,5,Suburb,1970,287
142.05,3,3,Suburb,2014,96
309.65,10,5,Suburb,1968,460
203.83,2,1,Suburb,1973,64
264.31,8,1,City,1980,528
165.09,4,5,Suburb,2007,132
234.12,11,3,City,2017,627
245.45,8,3,Suburb,1968,384
127,5,2,Suburb,1977,150
264.87,5,4,City,1971,290
313.45,8,2,Suburb,1975,296
213.31,11,5,City,1996,770
314.38,1,4,Suburb,1979,31
212.28,6,4,City,1979,372
280.75,14,4,Suburb,1974,518
78.69,1,3,City,1984,58
384.06,2,5,Suburb,1976,80
323.3,3,2,City,1971,156
206.06,8,2,Suburb,2001,296
94.95,3,3,Suburb,1998,141
243.78,3,2,Suburb,2015,132
129.69,10,3,Suburb,2012,350
254.09,12,4,Suburb,2006,504
251.86,10,2,Suburb,1984,490
162.77,13,1,City,2009,793
298.59,11,5,City,1992,616
277.87,4,1,City,1988,244
289.02,13,5,City,1962,676
225.38,11,2,City,1998,605
131.55,6,5,City,1963,414
289.21,4,4,Suburb,1996,132
206.99,11,3,Suburb,1965,484
133.32,1,2,Suburb,1969,45
313.83,9,2,City,1971,621
363.06,9,4,Suburb,1962,369
222.04,11,5,City,2024,693
366.97,7,2,City,2023,490
230.77,2,1,City,1994,118
199.74,13,1,Suburb,1983,624
183.3,13,4,Suburb,2006,416
332.59,12,5,City,2011,600
173.45,3,1,Suburb,1993,132
273.23,8,4,Suburb,1984,264
187.94,6,1,City,1988,360
194.45,13,4,Suburb,2023,468
292.64,6,3,Suburb,2012,276
199.74,13,5,City,2017,741
198.16,1,4,City,2000,61
299.43,3,3,Suburb,2010,117
329.99,2,5,Suburb,1977,88
267.28,7,5,Suburb,2000,224
181.72,14,4,City,2020,798
191.19,7,2,City,1983,483
230.03,6,4,City,2006,348
245.91,1,1,Suburb,1987,50
159.7,3,4,Suburb,1995,120
272.39,3,1,City,1980,153
230.4,11,4,City,2015,627
111.86,9,4,City,1985,495
163.6,1,2,Suburb,2013,45
191.57,6,2,Suburb,2003,258
219.99,6,3,Suburb,1992,198
349.22,5,2,Suburb,1985,200
240.43,12,4,City,1981,612
169.46,11,4,Suburb,1979,440
239.32,13,4,Suburb,1961,520
201.6,12,2,City,2000,768
246.19,12,1,City,2013,720
263.01,9,2,City,2016,504
304.44,11,1,Suburb,1977,473
223.15,13,2,City,1964,897
332.69,13,2,Suburb,2005,520
284.56,14,1,City,1980,980
178.19,7,4,Suburb,1981,210
370.31,2,5,Suburb,1962,76
246.29,2,5,City,1968,130
169.83,7,3,City,1961,378
333.61,11,4,Suburb,1987,528
361.58,8,4,City,1993,432
222.6,2,2,Suburb,2012,60
191.66,1,1,City,2018,60
213.4,9,1,Suburb,1969,279
271.83,5,2,Suburb,1961,175
308.9,14,3,City,2007,966
262.36,9,4,Suburb,1965,405
231.51,1,1,Suburb,2003,41
323.4,9,2,Suburb,2013,423
204.2,1,5,Suburb,1995,38
292.64,13,1,City,1967,910
205.78,11,5,Suburb,1969,429
253.16,3,5,Suburb,1992,90
217.3,12,1,City,1978,840
221.11,7,5,City,1977,427
199.93,10,3,Suburb,2010,370
313.36,11,4,Suburb,1982,528
176.52,1,5,Suburb,1960,35
176.05,5,3,City,2018,255
364.46,4,4,Suburb,1962,188
289.21,11,3,Suburb,1969,517
67.73,11,4,City,2008,594
187.57,4,1,Suburb,2015,172
105.44,12,1,City,1975,696
162.21,5,1,Suburb,1998,165
46.45,14,2,City,2003,952
215.81,5,1,Suburb,1967,185
149.57,10,4,Suburb,1967,370
228.73,9,2,City,2004,567
117.8,13,2,City,1970,884
230.21,7,4,Suburb,1984,301
197.51,12,5,City,1976,636
323.67,3,3,City,2014,162
317.73,3,1,City,2015,153
276.48,10,1,Suburb,2003,430
203.27,11,2,Suburb,2012,396
355.54,13,4,City,1994,663
122.54,12,1,City,1998,828
132.39,14,4,City,1961,742
219.25,4,5,Suburb,1984,152
373.19,9,5,City,1997,603
211.45,13,1,City,1991,650
212.75,4,1,Suburb,2000,180
129.88,12,2,City,1966,648
287.07,4,4,Suburb,1977,168
287.53,6,3,Suburb,1976,180
276.76,6,1,City,2018,312
183.39,9,2,Suburb,1970,279
178.28,3,5,Suburb,2010,135
139.63,3,4,Suburb,1966,105
230.31,2,1,Suburb,1986,86
153.66,1,4,City,2018,50
147.25,12,5,Suburb,1996,468
196.86,2,5,City,1964,122
192.59,12,4,Suburb,2021,492
189.34,8,4,Suburb,2014,280
255.48,8,3,City,1975,424
230.03,2,2,Suburb,2015,88
205.78,11,5,City,2010,748
236.81,5,4,Suburb,2005,180
159.51,11,4,Suburb,2020,363
231.7,2,3,City,1992,136
234.67,4,1,Suburb,2014,168
125.79,11,1,Suburb,1977,473
290.32,4,4,City,1971,240
166.76,12,4,Suburb,1980,540
230.77,8,1,Suburb,1985,248
301.47,5,1,Suburb,1980,175
285.77,11,2,Suburb,1981,429
227.05,4,3,Suburb,2014,196
200.95,13,1,City,2005,819
287.16,12,5,City,2000,732
269.23,4,1,Suburb,1964,164
184.04,5,2,Suburb,2003,155
172.43,10,4,Suburb,1975,390
88.35,11,5,City,1994,726
234.95,12,4,Suburb,1964,492
219.34,11,2,Suburb,2021,341
299.61,8,4,Suburb,1985,352
248.42,7,4,Suburb,2020,231
312.62,12,1,City,2010,780
178.84,7,4,Suburb,2015,280
299.71,2,3,Suburb,2009,86
189.99,14,3,Suburb,1995,686
276.01,8,3,Suburb,1983,384
128.76,14,2,Suburb,1989,420
240.25,5,2,Suburb,2007,220
94.11,2,2,Suburb,1981,82
207.17,11,4,City,1992,561
253.81,4,2,Suburb,2009,200
190.45,6,4,City,1982,372
155.61,8,4,City,1969,480
280.47,3,3,Suburb,1995,111
217.95,9,5,Suburb,1976,315
192.59,5,5,Suburb,2012,195
227.52,13,1,City,1967,715
398.37,2,2,City,2003,124
300.73,14,2,City,2020,798
301.38,1,3,Suburb,1965,43
253.44,14,3,Suburb,1996,630
235.79,9,4,City,2013,486
66.98,14,3,City,1982,854
180.05,4,1,Suburb,2016,152
193.15,9,2,City,2010,504
101.36,11,3,City,2017,704
148.55,1,1,City,1978,64
94.39,11,1,City,1986,682
222.22,11,1,City,1984,748
278.71,10,3,City,1980,550
297.66,6,5,City,1984,318
252.14,6,5,Suburb,2010,192
161.37,12,5,City,1994,768
97.55,12,2,Suburb,2009,564
109.07,9,1,Suburb,1974,432
141.21,13,1,City,1983,663
166.3,8,1,Suburb,2008,248
214.23,12,1,City,1966,648
158.03,13,1,Suburb,2013,611
247.12,5,2,Suburb,1997,180
209.5,7,2,City,2004,483
225.48,13,1,Suburb,1968,559
299.89,6,4,City,2014,330
147.07,13,5,Suburb,2011,455
252.32,13,1,City,2008,871
223.9,3,2,City,2014,201
202.81,6,1,Suburb,1962,276
283.08,11,1,City,1997,550
282.7,7,3,City,2008,420
162.49,13,2,Suburb,1967,403
212.75,9,4,City,2004,468
243.31,1,3,Suburb,1988,49
206.8,12,4,Suburb,2008,516
263.29,1,4,Suburb,1983,45
243.31,11,4,City,1980,748
345.41,9,1,Suburb,1982,441
124.03,12,2,City,1987,768
216.74,2,1,Suburb,1991,74
165,11,3,Suburb,1981,517
264.59,11,1,Suburb,2021,374
118.27,3,4,City,1965,210
247.59,12,5,Suburb,2024,396
183.3,2,3,City,1981,130
176.42,12,5,City,2010,720
129.51,8,3,City,2016,480
194.17,3,3,City,2014,207
296.17,9,4,City,2001,450
223.15,12,1,Suburb,2011,540
266.07,1,3,City,2020,58
334.36,13,5,Suburb,1978,546
242.2,2,1,Suburb,1960,60
188.04,9,4,City,2000,594
255.58,2,3,Suburb,2022,80
188.96,10,3,Suburb,2007,360
191.57,12,1,City,1991,780
124.68,3,3,City,2009,210
285.77,7,1,Suburb,1973,329
199.37,2,4,City,1976,118
236.81,13,2,City,1989,884
156.54,6,1,Suburb,2010,270
253.53,9,3,City,2021,477
174.66,1,1,City,1983,56
215.44,12,2,City,2022,828
282.61,3,2,City,1973,189
276.85,12,4,City,1993,696
223.34,4,3,City,2018,204
108.32,8,4,Suburb,2024,376
421.87,3,3,City,1992,177
339.75,3,3,Suburb,2017,108
272.39,14,4,Suburb,1977,700
175.22,1,1,Suburb,1971,40
217.3,3,5,Suburb,1961,123
188.96,8,3,City,1987,528
307.97,6,3,Suburb,2001,204
242.11,3,1,City,1962,192
173.17,4,2,Suburb,2007,148
193.8,11,3,Suburb,1972,363
298.59,1,4,City,2016,57
330.18,14,4,City,1962,980
325.44,8,5,Suburb,2022,312
274.62,5,1,City,1997,340
208.2,7,5,Suburb,2018,322
46.45,2,3,City,1987,102
244.33,12,5,City,1985,684
224.64,14,1,Suburb,2024,672
234.02,1,2,City,2020,57
228.36,10,3,Suburb,2016,490
137.5,6,2,City,1960,402
261.52,8,2,Suburb,1991,376
266.45,8,1,Suburb,1991,296
269.7,6,1,Suburb,1986,246
287.16,1,5,City,1972,60
264.59,3,2,Suburb,1976,132
197.79,14,2,Suburb,1987,644
220.09,14,1,City,2011,938
230.77,9,2,Suburb,1995,270
231.89,8,3,Suburb,2006,352
290.51,12,1,Suburb,1991,552
267.19,2,4,City,1991,116
361.58,2,3,City,2014,128
370.13,3,4,Suburb,1999,141
230.03,3,1,City,1987,198
46.45,2,3,Suburb,1990,70
306.21,8,5,City,1990,520
189.24,9,4,Suburb,1985,441
172.06,11,5,Suburb,1963,341
198.53,4,4,Suburb,2017,168
195.38,4,3,City,1982,212
265.15,7,2,Suburb,2019,273
122.07,14,1,Suburb,2002,644
153.85,13,3,City,1985,676
247.4,11,2,City,2014,715
265.8,10,2,Suburb,2006,370
267,4,1,City,2018,232
172.99,10,5,Suburb,1975,440
160.35,1,5,City,2017,58
191.47,14,4,City,1960,826
240.62,2,1,Suburb,2004,100
322.56,4,4,Suburb,1965,200
89.93,7,5,Suburb,2011,231
210.24,10,4,City,1978,670
137.03,9,4,Suburb,2002,432
116.04,4,4,City,1978,200
288.46,2,2,Suburb,1998,68
260.69,5,5,Suburb,1991,210
254.37,14,4,Suburb,2024,574
285.4,14,1,City,2006,966
193.24,9,2,Suburb,1972,369
196.3,4,2,City,1995,260
368.73,4,2,Suburb,1986,192
208.57,9,3,Suburb,1983,351
273.23,3,5,City,1979,177
225.2,13,3,City,1968,910
103.12,9,4,City,1998,603
90.12,13,1,Suburb,1960,520
186.64,4,4,Suburb,1970,132
294.32,10,3,City,1960,500
276.67,6,1,Suburb,2003,216
284.93,11,2,City,2010,693
159.79,11,4,City,1976,671
331.2,12,1,Suburb,1982,504
161.28,12,1,City,2000,756
238.76,10,2,Suburb,2018,300
224.08,7,1,City,1984,357
213.31,6,4,Suburb,1976,210
312.9,3,3,City,1978,204
178.37,8,2,Suburb,2005,352
135.92,2,1,City,1994,128
226.13,1,3,Suburb,1982,46
198.44,6,3,Suburb,2003,288
447.14,6,3,Suburb,1968,270
269.33,10,3,City,1991,620
197.79,10,1,Suburb,2018,480
155.24,3,1,City,2001,204
100.99,9,2,City,2021,477
157.28,10,4,City,1978,700
232.35,14,3,Suburb,1994,686
318.75,8,4,City,1967,520
298.68,10,4,City,2002,610
239.88,7,3,Suburb,2004,245
203.55,7,4,Suburb,1965,245
242.48,2,3,Suburb,1972,92
190.64,1,3,Suburb,1970,50
337.98,13,3,City,1966,676
212.38,7,2,City,2014,427
219.07,10,1,City,2014,590
78.87,11,4,City,1978,583
211.91,6,4,City,1965,372
279.82,2,5,Suburb,1968,92
154.5,12,2,City,1979,696
175.31,1,4,Suburb,1984,30
276.94,14,5,Suburb,2009,644
127.56,11,4,City,2009,748
294.41,4,2,City,1997,224
189.71,5,2,City,2016,310
199.18,13,2,Suburb,1981,546
150.78,5,2,Suburb,2015,195
249.72,6,1,Suburb,1995,270
386.76,11,3,City,2010,770
276.29,13,5,Suburb,1960,650
167.88,6,3,Suburb,2007,264
299.61,13,5,Suburb,1992,468
203.92,5,1,Suburb,1983,190
315.31,14,3,City,2008,896
277.87,6,4,Suburb,2017,198
46.45,11,4,City,2007,748
158.68,14,4,City,2016,742
286.98,13,3,City,2023,754
234.77,2,1,City,2012,112
157.38,8,2,Suburb,2019,336
183.11,6,4,City,2002,300
99.22,14,2,City,2000,770
218.97,12,2,Suburb,1985,456
370.4,11,5,Suburb,2018,429
277.78,8,1,Suburb,2008,344
369.01,10,5,Suburb,2023,340
282.89,12,2,City,1964,732
292.46,14,2,Suburb,2003,434
354.8,1,3,Suburb,1977,41
249.63,14,1,City,2016,770
212.47,9,3,City,1999,459
292.83,2,4,Suburb,2005,74
320.52,14,5,City,2017,742
193.15,8,3,Suburb,1983,368
177.26,2,3,Suburb,1987,70
233.93,5,1,City,2005,250
279.55,7,5,City,2013,378
277.32,2,1,City,1992,100
130.99,4,5,City,1994,252
350.71,12,5,Suburb,1998,552
182.55,1,2,Suburb,2006,43
207.36,5,1,City,1964,275
165.37,4,2,Suburb,1996,132
402.46,7,1,City,1960,420
240.71,10,1,Suburb,2015,490
168.71,9,2,Suburb,1966,306
281.68,1,2,Suburb,2023,40
275.46,10,3,Suburb,1967,460
212.47,4,4,Suburb,2023,192
